customer_id,transaction_date,amount,product_category,quantity,discount_applied,payment_method,shipping_method
CUST000050,2024-09-24 11:35:10.344827586,14.69,Automotive,2,True,Debit Card,Overnight
CUST000050,2024-09-27 23:10:20.689655172,106.71,Food & Beverages,1,True,Credit Card,Standard
CUST000050,2024-10-01 10:45:31.034482758,27.76,Beauty,3,False,Credit Card,Overnight
CUST000050,2024-10-04 22:20:41.379310344,12.3,Home & Garden,4,False,PayPal,Express
CUST000050,2024-10-08 09:55:51.724137931,22.52,Clothing,5,True,PayPal,Express
CUST000050,2024-10-11 21:31:02.068965517,54.35,Beauty,3,True,Credit Card,Standard
CUST000050,2024-10-15 09:06:12.413793103,16.84,Home & Garden,4,False,Credit Card,Express
CUST000050,2024-10-18 20:41:22.758620689,12.35,Sports,4,True,PayPal,Overnight
CUST000050,2024-10-22 08:16:33.103448275,44.36,Food & Beverages,2,True,Debit Card,Standard
CUST000050,2024-10-25 19:51:43.448275862,44.43,Food & Beverages,2,False,Credit Card,Overnight
CUST000050,2024-10-29 07:26:53.793103448,18.02,Beauty,3,True,PayPal,Express
CUST000050,2024-11-01 19:02:04.137931034,18.82,Home & Garden,2,False,Debit Card,Standard
CUST000050,2024-11-05 06:37:14.482758620,43.75,Books,2,True,Bank Transfer,Standard
CUST000050,2024-11-08 18:12:24.827586206,5.83,Beauty,5,False,Bank Transfer,Overnight
CUST000050,2024-11-12 05:47:35.172413793,6.12,Home & Garden,5,True,Credit Card,Express
CUST000050,2024-11-15 17:22:45.517241379,13.98,Toys,4,False,Bank Transfer,Overnight
CUST000050,2024-11-19 04:57:55.862068965,25.63,Clothing,2,False,Credit Card,Express
CUST000050,2024-11-22 16:33:06.206896551,48.09,Food & Beverages,5,False,Debit Card,Overnight
CUST000050,2024-11-26 04:08:16.551724138,194.5,Health,2,True,Bank Transfer,Overnight
CUST000050,2024-11-29 15:43:26.896551724,92.68,Electronics,1,True,PayPal,Standard
CUST000050,2024-12-03 03:18:37.241379310,27.33,Home & Garden,3,True,PayPal,Overnight
CUST000050,2024-12-06 14:53:47.586206896,32.37,Sports,1,False,Debit Card,Overnight
CUST000050,2024-12-10 02:28:57.931034482,9.94,Automotive,3,True,PayPal,Overnight
CUST000050,2024-12-13 14:04:08.275862068,32.39,Automotive,1,True,Debit Card,Standard
CUST000050,2024-12-17 01:39:18.620689655,23.42,Health,5,False,Credit Card,Standard
CUST000050,2024-12-20 13:14:28.965517241,48.78,Clothing,1,False,Debit Card,Overnight
CUST000050,2024-12-24 00:49:39.310344827,12.27,Toys,5,True,Bank Transfer,Overnight
CUST000050,2024-12-27 12:24:49.655172413,61.76,Automotive,3,False,Bank Transfer,Standard
CUST000050,2024-12-31 00:00:00.000000000,208.36,Toys,3,False,Credit Card,Overnight
CUST000051,2024-02-13 00:00:00.000000000,20.46,Beauty,5,True,PayPal,Standard
CUST000052,2023-12-02 00:00:00.000000000,33.62,Beauty,2,True,Bank Transfer,Overnight
CUST000052,2023-12-30 05:08:34.285714285,37.23,Food & Beverages,4,False,Bank Transfer,Standard
CUST000052,2024-01-27 10:17:08.571428571,13.1,Clothing,4,False,Debit Card,Standard
CUST000052,2024-02-24 15:25:42.857142856,34.1,Health,3,True,Credit Card,Express
CUST000052,2024-03-23 20:34:17.142857142,60.2,Food & Beverages,5,False,PayPal,Overnight
CUST000052,2024-04-21 01:42:51.428571428,188.93,Electronics,1,False,Debit Card,Express
CUST000052,2024-05-19 06:51:25.714285712,104.7,Beauty,4,False,Credit Card,Express
CUST000052,2024-06-16 11:59:59.999999998,438.7,Electronics,5,True,PayPal,Overnight
CUST000052,2024-07-14 17:08:34.285714284,13.19,Sports,1,False,Bank Transfer,Overnight
CUST000052,2024-08-11 22:17:08.571428568,94.33,Sports,5,True,Debit Card,Standard
CUST000052,2024-09-09 03:25:42.857142856,41.26,Toys,3,False,PayPal,Standard
CUST000052,2024-10-07 08:34:17.142857140,458.41,Books,5,False,Credit Card,Standard
CUST000052,2024-11-04 13:42:51.428571424,12.55,Electronics,2,False,Bank Transfer,Overnight
CUST000052,2024-12-02 18:51:25.714285712,12.09,Food & Beverages,2,True,PayPal,Overnight
CUST000052,2024-12-31 00:00:00.000000000,16.13,Beauty,2,False,PayPal,Overnight
CUST000053,2024-03-02 00:00:00.000000000,39.67,Electronics,5,False,PayPal,Overnight
CUST000053,2024-05-17 00:00:00.000000000,49.9,Health,5,True,Credit Card,Overnight
CUST000053,2024-08-01 00:00:00.000000000,314.63,Food & Beverages,2,False,Debit Card,Overnight
CUST000053,2024-10-16 00:00:00.000000000,103.6,Books,1,True,Debit Card,Standard
CUST000053,2024-12-31 00:00:00.000000000,16.57,Food & Beverages,3,False,Debit Card,Express
CUST000054,2024-06-22 00:00:00.000000000,298.2,Home & Garden,4,False,PayPal,Overnight
CUST000054,2024-09-26 00:00:00.000000000,136.36,Sports,5,False,Debit Card,Standard
CUST000054,2024-12-31 00:00:00.000000000,18.86,Sports,5,False,Debit Card,Express
CUST000055,2024-08-10 00:00:00.000000000,168.11,Toys,4,False,Debit Card,Express
CUST000055,2024-09-07 14:24:00.000000000,28.86,Electronics,3,True,PayPal,Express
CUST000055,2024-10-06 04:48:00.000000000,146.26,Sports,4,True,Debit Card,Overnight
CUST000055,2024-11-03 19:12:00.000000000,4.89,Sports,5,False,Debit Card,Standard
CUST000055,2024-12-02 09:36:00.000000000,16.13,Health,5,True,Debit Card,Standard
CUST000055,2024-12-31 00:00:00.000000000,33.32,Automotive,2,True,Credit Card,Standard
CUST000056,2023-10-22 00:00:00.000000000,19.3,Electronics,1,True,Credit Card,Standard
CUST000056,2024-12-31 00:00:00.000000000,69.92,Toys,2,True,Bank Transfer,Express
CUST000057,2023-05-18 00:00:00.000000000,61.39,Food & Beverages,3,True,Credit Card,Express
CUST000057,2023-08-10 17:08:34.285714286,77.78,Home & Garden,4,False,Debit Card,Standard
CUST000057,2023-11-03 10:17:08.571428572,8.59,Beauty,3,True,Debit Card,Overnight
CUST000057,2024-01-27 03:25:42.857142856,5.25,Toys,4,False,Credit Card,Express
CUST000057,2024-04-20 20:34:17.142857144,153.43,Clothing,2,True,Bank Transfer,Express
CUST000057,2024-07-14 13:42:51.428571432,49.34,Books,1,False,Bank Transfer,Standard
CUST000057,2024-10-07 06:51:25.714285712,13.49,Food & Beverages,3,False,PayPal,Overnight
CUST000057,2024-12-31 00:00:00.000000000,213.02,Health,1,False,PayPal,Overnight
CUST000058,2024-10-16 00:00:00.000000000,392.64,Sports,3,True,Debit Card,Standard
CUST000058,2024-10-24 10:40:00.000000000,272.17,Food & Beverages,2,False,PayPal,Express
CUST000058,2024-11-01 21:20:00.000000000,24.56,Automotive,4,True,Debit Card,Overnight
CUST000058,2024-11-10 08:00:00.000000000,106.26,Health,1,False,PayPal,Standard
CUST000058,2024-11-18 18:40:00.000000000,71.84,Health,1,True,Debit Card,Overnight
CUST000058,2024-11-27 05:20:00.000000000,171.12,Automotive,2,True,PayPal,Overnight
CUST000058,2024-12-05 16:00:00.000000000,10.4,Food & Beverages,1,True,Bank Transfer,Standard
CUST000058,2024-12-14 02:40:00.000000000,75.43,Automotive,4,True,Bank Transfer,Standard
CUST000058,2024-12-22 13:20:00.000000000,117.93,Automotive,4,False,Credit Card,Overnight
CUST000058,2024-12-31 00:00:00.000000000,4.01,Food & Beverages,3,True,Bank Transfer,Express
CUST000059,2023-10-21 00:00:00.000000000,78.34,Home & Garden,4,False,Bank Transfer,Express
CUST000059,2024-05-26 12:00:00.000000000,200.9,Toys,4,True,Debit Card,Overnight
CUST000059,2024-12-31 00:00:00.000000000,36.19,Beauty,1,True,Bank Transfer,Overnight
CUST000060,2023-12-21 00:00:00.000000000,30.98,Books,1,True,Bank Transfer,Overnight
CUST000061,2023-02-15 00:00:00.000000000,29.76,Books,5,True,Credit Card,Standard
CUST000061,2024-01-23 12:00:00.000000000,6.92,Automotive,3,True,PayPal,Overnight
CUST000061,2024-12-31 00:00:00.000000000,73.97,Health,3,True,PayPal,Standard
CUST000062,2024-07-23 00:00:00.000000000,10.72,Beauty,4,False,Bank Transfer,Express
CUST000062,2024-09-14 16:00:00.000000000,17.87,Home & Garden,3,False,Debit Card,Overnight
CUST000062,2024-11-07 08:00:00.000000000,9.29,Food & Beverages,2,True,PayPal,Overnight
